Sample_ID,Material,Cross_Section_Type,Beam_Length_m,Thickness_m,Factor_of_Safety,Moment_of_Inertia_m4,Cross_Sec_Area_m2,y_max_m,Young_Modulus_GPa,Yield_Strength_MPa,Sigma_Allow_MPa,P_Bending_kN,P_Shear_kN,P_Deflection_kN,Max_Load_kN,Governing_Criterion,Slenderness_Ratio,Max_Deflection_mm,Bending_Stress_MPa,Stress_Utilization_pct
815,Wood,I-Beam,7.524,0.237,2.5,1.00E-10,0.02970355,0.236737,12,40,16,0,79.209,0,0.5,Deflection,31.78,25.0809,15.102,37.76
816,Wood,I-Beam,7.649,0.159,2.5,1.00E-10,0.01334426,0.158675,12,40,16,0,35.585,0,0.5,Deflection,48.2,25.4963,9.958,24.89
817,Wood,I-Beam,17.507,0.441,2,1.00E-10,0.10302251,0.440888,12,40,20,0,343.408,0,0.5,Deflection,39.71,58.3575,12.088,30.22
818,Wood,I-Beam,3.385,0.363,3,1.00E-10,0.0699416,0.36327,12,40,13.333,0,155.426,0,0.5,Bending,9.32,2.9214,13.333,33.33
819,Wood,I-Beam,9.989,0.253,1.5,1.00E-10,0.03388437,0.252849,12,40,26.667,0,150.597,0,0.5,Deflection,39.51,33.2982,12.15,30.37
820,Wood,I-Beam,6.753,0.473,3.5,1.00E-10,0.11836629,0.472581,12,40,11.429,0,225.46,0,0.5,Bending,14.29,7.6588,11.429,28.57
821,Wood,I-Beam,7.841,0.171,3,1.00E-10,0.01554859,0.17128,12,40,13.333,0,34.552,0,0.5,Deflection,45.78,26.1374,10.485,26.21
822,Wood,I-Beam,13.785,0.421,2,1.00E-10,0.09380182,0.420695,12,40,20,0,312.673,0,0.5,Deflection,32.77,45.9492,14.649,36.62
823,Wood,I-Beam,13.915,0.417,3,1.00E-10,0.09203872,0.416723,12,40,13.333,0,204.53,0,0.5,Bending,33.39,43.0252,13.333,33.33
824,Wood,I-Beam,16.161,0.398,3,1.00E-10,0.08401663,0.398148,12,40,13.333,0,186.704,0,0.5,Deflection,40.59,53.8692,11.826,29.56
825,Wood,I-Beam,8.63,0.245,1.5,1.00E-10,0.031698,0.244556,12,40,26.667,0,140.88,0,0.5,Deflection,35.29,28.7675,13.602,34
826,Wood,I-Beam,9.474,0.45,3.5,1.00E-10,0.10723384,0.449809,12,40,11.429,0,204.255,0,0.5,Bending,21.06,15.838,11.429,28.57
827,Wood,I-Beam,13.341,0.436,1.5,1.00E-10,0.10082215,0.436154,12,40,26.667,0,448.098,0,0.5,Deflection,30.59,44.4691,15.693,39.23
828,Wood,I-Beam,19.931,0.421,2,1.00E-10,0.09413287,0.421437,12,40,20,0,313.776,0,0.5,Deflection,47.29,66.4361,10.15,25.37
829,Wood,I-Beam,15.464,0.416,3.5,1.00E-10,0.09159675,0.415721,12,40,11.429,0,174.47,0,0.5,Bending,37.2,45.6537,11.429,28.57
830,Wood,I-Beam,17.444,0.499,2.5,1.00E-10,0.13193495,0.498933,12,40,16,0,351.827,0,0.5,Deflection,34.96,58.1481,13.729,34.32
831,Wood,I-Beam,12.281,0.187,3.5,1.00E-10,0.01849664,0.186814,12,40,11.429,0,35.232,0,0.5,Deflection,65.74,40.9364,7.302,18.25
832,Wood,I-Beam,12.191,0.191,3.5,1.00E-10,0.01928437,0.19075,12,40,11.429,0,36.732,0,0.5,Deflection,63.91,40.6375,7.51,18.78
833,Wood,I-Beam,6.176,0.056,2,1.00E-10,0.0016902,0.056472,12,40,20,0,5.634,0,0.5,Deflection,109.37,20.5878,4.389,10.97
834,Wood,I-Beam,4.388,0.28,2,1.00E-10,0.0416221,0.280236,12,40,20,0,138.74,0,0.5,Bending,15.66,9.5411,20,50
835,Wood,I-Beam,12.141,0.331,3.5,1.00E-10,0.05809411,0.331076,12,40,11.429,0,110.655,0,0.5,Bending,36.67,35.3361,11.429,28.57
836,Wood,I-Beam,3.248,0.337,2.5,1.00E-10,0.06027912,0.337245,12,40,16,0,160.744,0,0.5,Bending,9.63,3.4755,16,40
837,Wood,I-Beam,9.961,0.368,2.5,1.00E-10,0.07190298,0.368329,12,40,16,0,191.741,0,0.5,Bending,27.04,29.9332,16,40
838,Wood,I-Beam,17.631,0.221,2,1.00E-10,0.02579385,0.220607,12,40,20,0,85.98,0,0.5,Deflection,79.92,58.7713,6.006,15.01
839,Wood,I-Beam,8.154,0.287,2.5,1.00E-10,0.04379406,0.287455,12,40,16,0,116.784,0,0.5,Bending,28.37,25.7016,16,40
840,Wood,I-Beam,10.895,0.437,2,1.00E-10,0.10143158,0.43747,12,40,20,0,338.105,0,0.5,Deflection,24.9,36.3155,19.274,48.19
841,Wood,T-Beam,14.872,0.317,2.5,0.001488594,0.0627744,0.410096,12,40,16,15.621,167.398,12.923,13.286,Deflection,46.93,49.5727,13.236,33.09
842,Wood,T-Beam,3.981,0.466,3,0.006974701,0.13588054,0.603355,12,40,13.333,154.862,301.957,844.913,153.213,Bending,8.54,2.4323,13.333,33.33
843,Wood,T-Beam,11.006,0.361,1.5,0.002503272,0.08140451,0.467002,12,40,26.667,51.948,361.798,39.675,38.113,Deflection,30.5,36.6882,20.366,50.92
844,Wood,T-Beam,4.812,0.336,3,0.001884617,0.07063274,0.435008,12,40,13.333,48.02,156.962,156.287,49.27,Bending,14.31,4.9281,13.333,33.33
845,Wood,T-Beam,9.449,0.142,2,5.98E-05,0.01258031,0.183586,12,40,20,2.757,41.934,1.286,1.322,Deflection,66.6,31.4963,9.326,23.32
846,Wood,T-Beam,5.055,0.059,1.5,1.74E-06,0.00214734,0.075848,12,40,26.667,0.485,9.544,0.131,0.5,Deflection,86.24,16.8504,7.202,18.01
847,Wood,T-Beam,12.975,0.365,3,0.00261439,0.08319164,0.4721,12,40,13.333,22.764,184.87,29.819,24.065,Bending,35.56,33.0162,13.333,33.33
848,Wood,T-Beam,18.384,0.338,2,0.001916011,0.07121861,0.436808,12,40,20,19.088,237.395,10.885,10.734,Deflection,54.46,61.2794,11.405,28.51
849,Wood,T-Beam,9.234,0.119,3.5,2.98E-05,0.00887459,0.154194,12,40,11.429,0.955,16.904,0.67,0.679,Deflection,77.49,30.7799,8.015,20.04
850,Wood,T-Beam,3.414,0.383,3,0.0031836,0.09180233,0.495931,12,40,13.333,100.283,204.005,524.424,103.415,Bending,8.91,2.1762,13.333,33.33
851,Wood,T-Beam,8.389,0.073,3.5,4.28E-06,0.00336679,0.094973,12,40,11.429,0.246,6.413,0.117,0.5,Deflection,114.29,27.9621,5.434,13.59
852,Wood,T-Beam,12.923,0.446,2.5,0.005861586,0.12456672,0.577691,12,40,16,50.249,332.178,67.387,50.024,Bending,28.95,32.1222,16,40
853,Wood,T-Beam,5.802,0.438,2.5,0.005448156,0.12009342,0.567223,12,40,16,105.946,320.249,310.72,103.1,Bending,13.24,6.5945,16,40
854,Wood,T-Beam,16.448,0.499,3,0.009131189,0.15547412,0.645392,12,40,13.333,45.878,345.498,64.808,47.249,Bending,32.98,38.8109,13.333,33.33
855,Wood,T-Beam,5.892,0.361,1.5,0.002507367,0.08147107,0.467193,12,40,26.667,97.159,362.094,138.67,100.635,Bending,16.32,13.761,26.667,66.67
856,Wood,T-Beam,3.123,0.201,3.5,0.000240259,0.02521937,0.259933,12,40,11.429,13.53,48.037,47.295,13.481,Bending,15.55,2.9781,11.429,28.57
857,Wood,T-Beam,19.556,0.418,2,0.004489234,0.10901357,0.540424,12,40,20,33.982,363.379,22.537,22.087,Deflection,46.83,65.1873,13.265,33.16
858,Wood,T-Beam,5.794,0.153,3,8.13E-05,0.0146717,0.19826,12,40,13.333,3.775,32.604,4.65,3.755,Bending,37.82,15.6798,13.333,33.33
859,Wood,T-Beam,2.994,0.474,3,0.00745333,0.14046549,0.61345,12,40,13.333,216.43,312.146,1596.417,224.429,Bending,6.32,1.353,13.333,33.33
860,Wood,T-Beam,19.735,0.125,3,3.57E-05,0.00972034,0.161375,12,40,13.333,0.598,21.601,0.176,0.5,Deflection,158.25,65.7849,3.925,9.81
861,Wood,T-Beam,7.011,0.409,3.5,0.004138559,0.10466924,0.529546,12,40,11.429,50.961,199.37,161.672,50.216,Bending,17.13,7.3661,11.429,28.57
862,Wood,T-Beam,6.616,0.21,3.5,0.000286398,0.02753465,0.271603,12,40,11.429,7.286,52.447,12.561,7.209,Bending,31.52,12.7918,11.429,28.57
863,Wood,T-Beam,7.445,0.489,2,0.008431699,0.14940049,0.63266,12,40,20,143.216,498.002,292.1,141.586,Bending,15.23,12.167,20,50
864,Wood,T-Beam,8.168,0.439,2,0.005485435,0.12050359,0.568191,12,40,20,94.561,401.679,157.878,95.503,Bending,18.6,16.3066,20,50
865,Wood,T-Beam,16.928,0.368,3.5,0.002706333,0.08464184,0.476197,12,40,11.429,15.348,161.223,18.134,16.044,Bending,46,47.7569,11.429,28.57
866,Wood,T-Beam,7.465,0.19,3,0.000193359,0.02262439,0.246197,12,40,13.333,5.611,50.276,6.662,5.591,Bending,39.24,20.9595,13.333,33.33
867,Wood,T-Beam,6.926,0.27,1.5,0.0007787,0.04540248,0.348766,12,40,26.667,34.388,201.789,31.172,31.465,Deflection,25.7,23.0851,24.173,60.43
868,Wood,T-Beam,9.123,0.372,3.5,0.002820766,0.08641278,0.481153,12,40,11.429,29.377,164.596,65.075,29.344,Bending,24.53,13.7277,11.429,28.57
869,Wood,T-Beam,9.535,0.256,3.5,0.000636687,0.04105418,0.331645,12,40,11.429,9.204,78.198,13.446,9.378,Bending,37.2,21.7566,11.429,28.57
870,Wood,T-Beam,19.852,0.349,2,0.002186397,0.07607798,0.451465,12,40,20,19.516,253.593,10.652,10,Deflection,56.9,66.173,10.916,27.29
871,Wood,T-Beam,7.65,0.292,3.5,0.00107438,0.05333024,0.377991,12,40,11.429,16.986,101.581,35.25,16.382,Bending,26.19,12.2869,11.429,28.57
872,Wood,T-Beam,10.809,0.384,3,0.00319973,0.0920346,0.496558,12,40,13.333,31.795,204.521,52.582,31.318,Bending,28.17,21.7863,13.333,33.33
873,Wood,T-Beam,10.697,0.427,1.5,0.004914859,0.11406437,0.552802,12,40,26.667,88.654,506.953,82.465,81.789,Deflection,25.04,35.6575,24.805,62.01
874,Wood,T-Beam,7.908,0.254,1.5,0.000617057,0.04041636,0.329058,12,40,26.667,25.293,179.628,18.944,19.543,Deflection,31.1,26.3607,19.973,49.93
875,Wood,T-Beam,11.249,0.456,3.5,0.006407281,0.13023609,0.59069,12,40,11.429,44.08,248.069,97.213,46.598,Bending,24.64,17.0028,11.429,28.57
876,Wood,T-Beam,10.813,0.34,3,0.001975051,0.07230754,0.440135,12,40,13.333,22.133,160.683,32.432,23.212,Bending,31.79,24.5981,13.333,33.33
877,Wood,T-Beam,19.464,0.47,3.5,0.00717267,0.13779546,0.607592,12,40,11.429,27.726,262.468,36.35,26.984,Bending,41.45,49.4872,11.429,28.57
878,Wood,T-Beam,12.276,0.133,2.5,4.67E-05,0.0111175,0.172583,12,40,16,1.41,29.647,0.595,0.602,Deflection,92.04,40.9193,6.748,16.87
879,Wood,T-Beam,5.937,0.132,2,4.52E-05,0.01093575,0.171166,12,40,20,3.557,36.453,2.461,2.477,Deflection,44.88,19.7893,13.839,34.6
880,Wood,T-Beam,12.379,0.301,1.5,0.001218433,0.05679306,0.390069,12,40,26.667,26.915,252.414,15.266,15.646,Deflection,41.07,41.2635,15.125,37.81
881,Wood,Box,16.142,0.164,2,0.000307485,0.02098171,0.163759,12,40,20,9.306,69.939,2.266,2.217,Deflection,98.57,53.8053,4.87,12.17
882,Wood,Box,12.022,0.43,3.5,0.014658979,0.14487064,0.430304,12,40,11.429,129.538,275.944,194.734,128.643,Bending,27.94,26.6573,11.429,28.57
883,Wood,Box,5.152,0.353,1.5,0.006619719,0.09735277,0.352744,12,40,26.667,388.521,432.679,478.798,390.099,Bending,14.61,13.9359,26.667,66.67
884,Wood,Box,11.395,0.315,3,0.004210683,0.07764344,0.31502,12,40,13.333,62.559,172.541,62.261,59.144,Deflection,36.17,37.9838,13.27,33.17
885,Wood,Box,2.012,0.442,2,0.016289497,0.15271523,0.441801,12,40,20,1466.204,509.051,7727.804,506.801,Shear,4.55,0.4417,6.944,17.36
886,Wood,Box,6.177,0.169,1.5,0.000352228,0.02245642,0.169417,12,40,26.667,35.902,99.806,17.724,17.441,Deflection,36.46,20.59,13.165,32.91
887,Wood,Box,8.322,0.092,2,3.09E-05,0.00665098,0.092199,12,40,20,3.221,22.17,0.857,0.86,Deflection,90.26,27.7398,5.318,13.29
888,Wood,Box,18.641,0.404,3.5,0.011346785,0.12745736,0.403616,12,40,11.429,68.941,242.776,62.693,63.774,Deflection,46.19,62.138,10.393,25.98
889,Wood,Box,10.425,0.26,1.5,0.0019489,0.05282302,0.259835,12,40,26.667,76.742,234.769,34.429,35.321,Deflection,40.12,34.7508,11.963,29.91
890,Wood,Box,15.688,0.281,3.5,0.002658776,0.06169776,0.280815,12,40,11.429,27.59,117.52,20.743,21.688,Deflection,55.86,52.2921,8.592,21.48
891,Wood,Box,15.85,0.229,2,0.001176638,0.04104402,0.22904,12,40,20,25.929,136.813,8.993,8.831,Deflection,69.2,52.8336,6.936,17.34
892,Wood,Box,11.19,0.327,1.5,0.004877216,0.08356309,0.326808,12,40,26.667,142.253,371.392,74.779,72.289,Deflection,34.24,37.3015,14.018,35.05
893,Wood,Box,10.43,0.398,3.5,0.010739,0.12399679,0.398099,12,40,11.429,118.234,236.184,189.54,110.842,Bending,26.2,21.6872,11.429,28.57
894,Wood,Box,17.105,0.122,2.5,9.57E-05,0.0117037,0.122306,12,40,16,2.927,31.21,0.628,0.66,Deflection,139.86,57.0175,3.432,8.58
895,Wood,Box,15.567,0.147,3,0.000199516,0.01690121,0.146975,12,40,13.333,4.651,37.558,1.581,1.554,Deflection,105.92,51.8907,4.532,11.33
896,Wood,Box,12.95,0.176,3,0.000414675,0.02436589,0.176472,12,40,13.333,9.678,54.146,4.748,4.795,Deflection,73.38,43.1658,6.541,16.35
897,Wood,Box,8.836,0.411,2.5,0.012158794,0.13193917,0.410651,12,40,16,214.469,351.838,299.038,211.025,Bending,21.52,21.1227,16,40
898,Wood,Box,15.91,0.157,3.5,0.00025727,0.01919213,0.15662,12,40,11.429,4.72,36.556,1.951,1.972,Deflection,101.58,53.033,4.725,11.81
899,Wood,Box,17.417,0.426,2,0.014052072,0.14183999,0.42578,12,40,20,151.592,472.8,88.941,91.934,Deflection,40.91,58.0563,11.734,29.34
900,Wood,Box,9.76,0.089,1.5,2.73E-05,0.00625279,0.089397,12,40,26.667,3.338,27.79,0.55,0.537,Deflection,109.18,32.5334,4.397,10.99
901,Wood,Box,6.22,0.205,1.5,0.000759368,0.03297271,0.205288,12,40,26.667,63.438,146.545,37.689,36.295,Deflection,30.3,20.7322,15.843,39.61
902,Wood,Box,2.747,0.337,2.5,0.005494586,0.08869436,0.336693,12,40,16,380.211,236.518,1398.053,229.4,Shear,8.16,1.5491,9.953,24.88
903,Wood,Box,13.006,0.355,3,0.006815593,0.09878257,0.355325,12,40,13.333,78.654,219.517,77.356,78.125,Deflection,36.6,43.3545,13.113,32.78
904,Wood,Box,6.994,0.177,2,0.000417075,0.02443632,0.176727,12,40,20,26.993,81.454,16.369,16.631,Deflection,39.58,23.3145,12.128,30.32
905,Wood,Box,10.201,0.355,1.5,0.006802271,0.09868598,0.355151,12,40,26.667,200.272,438.604,125.504,128.802,Deflection,28.72,34.0038,16.711,41.78
906,Wood,Box,19.822,0.19,2.5,0.000561272,0.02834753,0.190346,12,40,16,9.521,75.593,2.743,2.864,Deflection,104.14,66.0732,4.609,11.52
907,Wood,Box,4.561,0.191,3,0.000568117,0.02851986,0.190923,12,40,13.333,34.798,63.377,52.444,33.942,Bending,23.89,10.087,13.333,33.33
908,Wood,Box,17.022,0.471,2,0.021036155,0.17354484,0.470968,12,40,20,209.917,578.483,139.39,134.157,Deflection,36.14,56.741,13.281,33.2
909,Wood,Box,18.715,0.078,1.5,1.57E-05,0.00473742,0.077814,12,40,26.667,1.148,21.055,0.086,0.5,Deflection,240.51,62.3845,1.996,4.99
910,Wood,Box,6.913,0.204,3.5,0.0007353,0.03244598,0.203641,12,40,11.429,23.877,61.802,29.541,23.17,Bending,33.95,18.6256,11.429,28.57
911,Wood,Box,10.041,0.276,2,0.002469682,0.05946331,0.275683,12,40,20,71.376,198.211,47.033,47.406,Deflection,36.42,33.4695,13.179,32.95
912,Wood,Box,6.915,0.13,3.5,0.00012113,0.01316904,0.129737,12,40,11.429,6.173,25.084,4.864,4.97,Deflection,53.3,23.0491,9.006,22.51
913,Wood,Box,4.066,0.474,1.5,0.021526668,0.1755565,0.47369,12,40,26.667,1192.085,780.251,2499.595,758.039,Shear,8.58,4.231,17.454,43.64
914,Wood,Box,9.243,0.448,3,0.017233014,0.15707575,0.448064,12,40,13.333,221.918,349.057,387.264,233.551,Bending,20.63,17.656,13.333,33.33
915,Wood,Box,15.634,0.183,1.5,0.000477243,0.02613956,0.182783,12,40,26.667,17.814,116.176,3.749,3.937,Deflection,85.54,52.1145,5.612,14.03
916,Wood,Box,18.924,0.322,3,0.004579853,0.08097562,0.321709,12,40,13.333,40.121,179.946,24.554,24.233,Deflection,58.82,63.0799,8.16,20.4
917,Wood,Box,16.957,0.104,3.5,4.99E-05,0.00845446,0.103951,12,40,11.429,1.295,16.104,0.333,0.5,Deflection,163.13,56.5236,2.943,7.36
918,Wood,Box,10.871,0.185,3,0.000500545,0.02677009,0.184974,12,40,13.333,13.276,59.489,8.133,8.198,Deflection,58.77,36.2358,8.168,20.42
919,Wood,Box,15.21,0.335,1.5,0.00535331,0.08754668,0.334507,12,40,26.667,112.233,389.096,44.429,42.293,Deflection,45.47,50.6997,10.557,26.39
920,Wood,Box,2.814,0.148,3,0.000205466,0.01715134,0.148059,12,40,13.333,26.297,38.114,49.801,25.338,Bending,19.01,4.9538,13.333,33.33
921,Wood,L-Beam,12.466,0.098,2.5,1.85E-05,0.00479003,0.134028,12,40,16,0.709,12.773,0.229,0.5,Deflection,127.68,41.5517,5.161,12.9
922,Wood,L-Beam,18.171,0.23,1.5,0.00056823,0.02653222,0.315438,12,40,26.667,10.575,117.921,3.304,3.385,Deflection,79.08,60.5699,8.333,20.83
923,Wood,L-Beam,18.968,0.087,2.5,1.18E-05,0.00382359,0.119746,12,40,16,0.333,10.196,0.063,0.5,Deflection,217.45,63.2262,3.03,7.58
924,Wood,L-Beam,12.383,0.259,2.5,0.00091422,0.03365402,0.355259,12,40,16,13.3,89.744,11.446,11.478,Deflection,47.85,41.2781,13.77,34.43
925,Wood,L-Beam,19.65,0.147,1.5,9.42E-05,0.01080145,0.201265,12,40,26.667,2.54,48.006,0.468,0.5,Deflection,134.03,65.5008,4.916,12.29
926,Wood,L-Beam,14.595,0.328,2.5,0.002348313,0.05393735,0.449751,12,40,16,22.897,143.833,21.167,21.336,Deflection,44.55,48.649,14.792,36.98
927,Wood,L-Beam,11.581,0.096,2,1.77E-05,0.00467642,0.132429,12,40,20,0.921,15.588,0.253,0.5,Deflection,120.05,38.6042,5.489,13.72
928,Wood,L-Beam,12.103,0.161,3,0.000136301,0.01299456,0.220754,12,40,13.333,2.721,28.877,1.787,1.829,Deflection,75.26,40.342,8.755,21.89
929,Wood,L-Beam,19.704,0.167,2,0.00015797,0.01398937,0.229048,12,40,20,2.8,46.631,0.781,0.736,Deflection,118.09,65.6807,5.58,13.95
930,Wood,L-Beam,2.906,0.074,3,6.03E-06,0.00273271,0.101233,12,40,13.333,1.093,6.073,1.37,1.064,Bending,39.41,7.7256,13.333,33.33
931,Wood,L-Beam,11.425,0.148,3.5,9.84E-05,0.01103905,0.203466,12,40,11.429,1.934,21.027,1.447,1.385,Deflection,77.08,38.0819,8.549,21.37
932,Wood,L-Beam,12.397,0.212,3.5,0.000408952,0.02250856,0.290537,12,40,11.429,5.19,42.873,5.109,5.209,Deflection,58.58,41.3246,11.249,28.12
933,Wood,L-Beam,15.413,0.084,2.5,1.03E-05,0.00357931,0.115858,12,40,16,0.371,9.545,0.084,0.5,Deflection,182.63,51.3774,3.608,9.02
934,Wood,L-Beam,16.503,0.198,2,0.000311248,0.01963654,0.271368,12,40,20,5.56,65.455,2.194,2.102,Deflection,83.48,55.0095,7.893,19.73
935,Wood,L-Beam,4.809,0.426,3.5,0.006685227,0.09100595,0.5842,12,40,11.429,108.789,173.345,555.101,107.316,Bending,11.3,3.1413,11.429,28.57
936,Wood,L-Beam,8.858,0.414,3.5,0.005974995,0.08603605,0.568025,12,40,11.429,54.287,163.878,146.212,55.185,Bending,21.41,10.9627,11.429,28.57
937,Wood,L-Beam,8.923,0.257,3.5,0.00088372,0.03308789,0.352258,12,40,11.429,12.853,63.025,21.311,12.647,Bending,34.77,17.9386,11.429,28.57
938,Wood,L-Beam,9.574,0.321,3.5,0.002157512,0.05169973,0.440323,12,40,11.429,23.397,98.476,45.195,23.555,Bending,29.85,16.5203,11.429,28.57
939,Wood,L-Beam,7.612,0.162,2.5,0.000141764,0.0132524,0.222933,12,40,16,5.346,35.34,4.697,4.72,Deflection,46.88,25.3748,14.057,35.14
940,Wood,L-Beam,12.119,0.372,3.5,0.003888067,0.06940305,0.510172,12,40,11.429,28.747,132.196,50.824,28.793,Bending,32.61,22.8494,11.429,28.57
941,Wood,L-Beam,6.032,0.158,2.5,0.000125785,0.01248321,0.216367,12,40,16,6.169,33.289,6.638,6.359,Bending,38.27,18.6829,16,40
942,Wood,L-Beam,6.167,0.357,2,0.003296228,0.06390286,0.489539,12,40,20,87.352,213.01,166.426,90.878,Bending,17.29,10.7889,20,50
943,Wood,L-Beam,17.006,0.417,3.5,0.006139514,0.08721249,0.571895,12,40,11.429,28.859,166.119,40.762,29.649,Bending,40.82,40.1325,11.429,28.57
944,Wood,L-Beam,19.321,0.25,3,0.00079429,0.03136904,0.342987,12,40,13.333,6.393,69.709,4.085,4.068,Deflection,77.33,64.4024,8.521,21.3
945,Wood,L-Beam,9.437,0.354,3.5,0.003205178,0.0630141,0.486123,12,40,11.429,31.939,120.027,69.1,31.78,Bending,26.65,14.5399,11.429,28.57
946,Wood,L-Beam,5.272,0.121,3,4.31E-05,0.00730439,0.165508,12,40,13.333,2.632,16.232,2.975,2.579,Bending,43.73,15.5493,13.333,33.33
947,Wood,L-Beam,18.33,0.12,2,4.27E-05,0.00727557,0.165181,12,40,20,1.129,24.252,0.244,0.5,Deflection,152.34,61.1016,4.325,10.81
948,Wood,L-Beam,11.044,0.379,1.5,0.004212883,0.07224394,0.520508,12,40,26.667,78.175,321.084,66.321,66.961,Deflection,29.13,36.8123,22.623,56.56
949,Wood,L-Beam,7.635,0.426,3,0.006739328,0.09137344,0.585379,12,40,13.333,80.422,203.052,221.978,80.965,Bending,17.9,9.2203,13.333,33.33
950,Wood,L-Beam,13.337,0.231,2,0.000584842,0.02691726,0.317718,12,40,20,11.042,89.724,6.313,6.444,Deflection,57.62,44.4559,11.435,28.59
951,Wood,L-Beam,7.667,0.069,3.5,4.72E-06,0.00241838,0.095233,12,40,11.429,0.296,4.606,0.154,0.5,Deflection,110.52,25.5562,5.962,14.91
952,Wood,L-Beam,16.84,0.116,3.5,3.68E-05,0.00674956,0.159098,12,40,11.429,0.627,12.856,0.249,0.5,Deflection,145.31,56.135,4.535,11.34
953,Wood,L-Beam,2.145,0.474,3.5,0.010326008,0.11310399,0.651277,12,40,11.429,337.892,215.436,4308.769,202.723,Shear,4.52,0.3575,7.287,18.22
954,Wood,L-Beam,18.471,0.163,2,0.000143972,0.01335521,0.223796,12,40,20,2.786,44.517,0.81,0.783,Deflection,113.3,61.5703,5.816,14.54
955,Wood,L-Beam,6.491,0.296,1.5,0.001572316,0.04413484,0.406834,12,40,26.667,63.509,196.155,71.649,64.791,Bending,21.9,19.1787,26.667,66.67
956,Wood,L-Beam,7.854,0.068,2.5,4.27E-06,0.00230115,0.092896,12,40,16,0.375,6.136,0.133,0.5,Deflection,116.06,26.1793,5.678,14.19
957,Wood,L-Beam,16.913,0.371,3,0.003852275,0.06908286,0.508993,12,40,13.333,23.866,153.517,25.858,23.065,Bending,45.61,52.0349,13.333,33.33
958,Wood,L-Beam,5.796,0.436,2.5,0.007347566,0.0954077,0.598162,12,40,16,135.638,254.421,419.948,132.63,Bending,13.3,6.2401,16,40
959,Wood,L-Beam,19.042,0.23,2.5,0.000571323,0.02660433,0.315866,12,40,16,6.079,70.945,3.025,3.16,Deflection,82.76,63.472,7.962,19.91
960,Wood,L-Beam,19.957,0.136,1.5,6.97E-05,0.00929553,0.186708,12,40,26.667,1.997,41.313,0.336,0.5,Deflection,146.73,66.524,4.491,11.23
961,Composite,Rectangular,9.758,0.187,1.5,0.00034408,0.05246564,0.140266,150,600,400,402.234,13990.837,86.731,87.885,Deflection,52.17,32.5257,86.249,14.37
962,Composite,Rectangular,6.008,0.188,1.5,0.00035319,0.05315562,0.141186,150,600,400,666.187,14174.832,234.82,226.706,Deflection,31.92,20.0272,140.994,23.5
963,Composite,Rectangular,4.884,0.127,1.5,7.30E-05,0.02416356,0.095191,150,600,400,251.174,6443.615,73.431,74.872,Deflection,38.48,16.2802,116.941,19.49
964,Composite,Rectangular,14.427,0.203,1.5,0.000479925,0.0619629,0.152434,150,600,400,349.162,16523.441,55.337,56.776,Deflection,70.98,48.091,63.394,10.57
965,Composite,Rectangular,2.943,0.122,2,6.20E-05,0.02226426,0.091373,150,600,300,276.498,4452.853,171.69,171.488,Deflection,24.16,9.8101,186.284,31.05
966,Composite,Rectangular,16.943,0.477,1.5,0.01452517,0.3408832,0.357535,150,600,400,3836.54,90902.187,1214.413,1212.134,Deflection,35.54,56.4757,126.615,21.1
967,Composite,Rectangular,6.167,0.441,3,0.010616881,0.29143618,0.330588,150,600,200,4166.362,38858.157,6700.746,4117.854,Bending,13.99,12.7807,200,33.33
968,Composite,Rectangular,2.174,0.436,2.5,0.01017083,0.28524838,0.32706,150,600,240,13729.925,45639.74,51630.123,5000,Bending,4.99,1.9274,240,40
969,Composite,Rectangular,12.499,0.055,3,2.59E-06,0.00455172,0.041315,150,600,200,4.012,606.897,0.398,0.5,Deflection,226.89,41.6618,19.833,3.31
970,Composite,Rectangular,14.559,0.214,3,0.000588214,0.06859821,0.160388,150,600,200,201.523,9146.429,66.602,64.98,Deflection,68.08,48.5296,66.099,11.02
971,Composite,Rectangular,19.528,0.295,2.5,0.002126812,0.13043964,0.221167,150,600,240,472.73,20870.342,133.846,143.6,Deflection,66.22,65.0947,67.952,11.33
972,Composite,Rectangular,15.526,0.109,3,4.03E-05,0.01794742,0.082038,150,600,200,25.289,2392.989,4.009,4.165,Deflection,141.94,51.7538,31.703,5.28
973,Composite,Rectangular,9.67,0.425,1.5,0.00913826,0.27038137,0.318423,150,600,400,4748.373,72101.698,2345.338,2296.087,Deflection,22.78,32.2339,197.57,32.93
974,Composite,Rectangular,6.669,0.089,2,1.80E-05,0.01199285,0.067062,150,600,300,48.239,2398.571,9.702,9.391,Deflection,74.58,22.23,60.335,10.06
975,Composite,Rectangular,3.716,0.253,3.5,0.00114372,0.09565436,0.189395,150,600,171.429,1114.195,10931.927,1987.3,1066,Bending,14.72,6.9456,171.429,28.57
976,Composite,Rectangular,7.035,0.199,3.5,0.000444617,0.05964008,0.149549,150,600,171.429,289.771,6816.009,215.584,221.129,Deflection,35.28,23.4514,127.54,21.26
977,Composite,Rectangular,17.671,0.392,3.5,0.006613251,0.23001306,0.293692,150,600,171.429,873.766,26287.207,508.258,492.422,Deflection,45.13,58.9047,99.718,16.62
978,Composite,Rectangular,11.539,0.123,2,6.36E-05,0.02255177,0.091961,150,600,300,71.892,4510.354,11.459,10.898,Deflection,94.11,38.4631,47.818,7.97
